,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_270,Eukaryota,Annelida,Polychaeta,Eunicida,unassigned,unassigned,unassigned
ASV_271,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_272,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1416
ASV_273,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_274,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_275,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,unassigned
ASV_276,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_277,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,unassigned
ASV_278,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_279,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_280,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV_281,Eukaryota,Chordata,Thaliacea,Salpida,Salpidae,Salpa,unassigned
ASV_282,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_283,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,unassigned
ASV_284,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_285,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus
ASV_286,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona sp. Roadstead of Brest
ASV_287,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,g_,s_
ASV_288,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_289,Eukaryota,unknown,unknown,Telonemida,unknown,g_,s_
ASV_290,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira oceanica
ASV_291,no_hit,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_294,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_295,Eukaryota,unknown,Polycystinea,Collodaria,Sphaerozoidae,unassigned,unassigned
ASV_296,Eukaryota,unknown,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,Dissodinium pseudolunula
ASV_297,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_298,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_300,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,unassigned
ASV_301,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,unassigned
ASV_302,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_303,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_304,no_hit,unknown,Dinophyceae,Gymnodiniales,Ceratoperidiniaeceae,Kirithra,Kirithra sigma
ASV_305,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_306,Eukaryota,unknown,Oomycota,Lagenidiales,Haliphthoraceae,g_,s_
ASV_307,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_308,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis
ASV_309,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_310,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,s_
ASV_311,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_312,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros debilis
ASV_313,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,unassigned
ASV_314,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_315,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_316,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_317,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_318,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,unassigned,s_
ASV_319,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium leonis
ASV_320,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_321,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 1sb RG-2016
ASV_322,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned
ASV_323,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unassigned,unassigned
ASV_324,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,g_,s_
ASV_325,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_326,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama cf. pulchellum
ASV_327,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_328,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_329,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Resomiidae,Resomia,Resomia ornicephala
ASV_330,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Laboea,s_
ASV_331,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_333,no_hit,Haptophyta,no_hit,no_hit,no_hit,g_,s_
ASV_334,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_335,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_336,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta megalophthalma
ASV_337,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unassigned
ASV_338,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_339,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_340,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,unassigned
ASV_341,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,s_
ASV_342,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_343,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_344,Eukaryota,Cercozoa,Thecofilosea,unknown,Ebriacea,Ebria,Ebria tripartita
ASV_345,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,s_
ASV_346,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_347,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_348,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_349,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,unassigned,unassigned
ASV_350,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,s_
ASV_351,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_352,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_353,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,unassigned,unassigned,unassigned
ASV_354,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Lilyopsis,unassigned
ASV_355,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_356,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_357,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,s_
ASV_358,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_359,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,unassigned
ASV_360,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_361,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_362,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,unassigned
ASV_363,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,unassigned
ASV_364,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,unassigned
ASV_365,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_366,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_367,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,unassigned
ASV_368,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_369,Eukaryota,Basidiomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_370,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_371,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_372,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,unassigned
ASV_373,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,Solenicola,s_
ASV_374,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_375,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_376,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_377,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma sp. LM-2002
ASV_378,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_379,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,Leuckartiara octona
ASV_380,Eukaryota,Imbricatea,unknown,Thaumatomonadida,unassigned,unassigned,unassigned
ASV_381,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_382,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_383,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_386,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros constrictus
ASV_387,no_hit,Oomycota,no_hit,no_hit,no_hit,g_,s_
ASV_389,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,unassigned
ASV_390,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_391,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned
ASV_392,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_393,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_394,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_395,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_397,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_398,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_399,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_400,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,unassigned
ASV_401,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_402,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_403,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_404,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_405,Eukaryota,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group II DH145-EKD20
ASV_406,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_407,Eukaryota,unknown,Dinophyceae,Gonyaulacales,unassigned,unassigned,unassigned
ASV_408,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_409,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_410,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_411,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_412,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_413,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_414,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp. BSL-2009a
ASV_415,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_416,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_417,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_418,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,s_
ASV_419,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_420,Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,g_,s_
ASV_421,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_422,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_423,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,unassigned
ASV_424,Eukaryota,unknown,Pelagophyceae,unassigned,unassigned,unassigned,unassigned
ASV_425,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_426,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_427,Eukaryota,unknown,Acantharea,Chaunacanthida,unknown,g_,s_
ASV_428,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_429,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nereididae,g_,s_
ASV_430,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_431,Eukaryota,Chordata,Actinopteri,unassigned,unassigned,unassigned,unassigned
ASV_432,Eukaryota,unknown,Pelagophyceae,unknown,unknown,unknown,Pelagophyceae sp. CCMP3390
ASV_433,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_434,Eukaryota,unknown,unknown,Telonemida,unknown,Telonema,Telonema antarcticum
ASV_435,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_436,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_437,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_438,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellariidae,unassigned,unassigned
ASV_439,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_440,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_441,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Spirostrombidium,s_
ASV_442,Eukaryota,Streptophyta,Magnoliopsida,Poales,unassigned,unassigned,unassigned
ASV_443,Eukaryota,unknown,Choanoflagellata,Craspedida,Salpingoecidae,g_,s_
ASV_444,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_445,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_447,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,g_,s_
ASV_448,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_449,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_450,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_451,Eukaryota,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unassigned
ASV_452,Eukaryota,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,unassigned
ASV_453,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_454,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_455,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_456,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_457,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_458,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_459,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_460,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_461,Eukaryota,Annelida,Polychaeta,Phyllodocida,Hesionidae,unassigned,unassigned
ASV_462,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,s_
ASV_463,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,unassigned,unassigned
ASV_464,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_465,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_466,Metazoa,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,no_hit,no_hit
ASV_467,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_468,Eukaryota,Arthropoda,Hexanauplia,unassigned,unassigned,unassigned,unassigned
ASV_469,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_470,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_471,Eukaryota,unknown,Acantharea,unknown,unknown,unknown,s_
ASV_472,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,Blastodinium,Blastodinium mangini
ASV_473,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira aestivalis
ASV_474,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_475,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paulsenella,Paulsenella vonstoschii
ASV_476,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_477,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_478,Eukaryota,unknown,Choanoflagellata,unknown,unknown,g_,s_
ASV_479,Eukaryota,Chordata,Actinopteri,unassigned,unassigned,unassigned,unassigned
ASV_481,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_482,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_483,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_484,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_485,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_486,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_488,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Protodinium,Protodinium simplex
ASV_489,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_490,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,Eutonina indicans
ASV_491,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. NIES-3971
ASV_492,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_493,Eukaryota,unknown,Bigyra,Oblongichytrida,unknown,Oblongichytrium,unassigned
ASV_494,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1414
ASV_495,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_496,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_497,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_498,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_499,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_501,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_502,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,unassigned
ASV_503,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_
ASV_505,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_506,Eukaryota,Ctenophora,Tentaculata,unassigned,unassigned,unassigned,unassigned
ASV_507,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_508,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_509,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_510,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_512,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta sp. DP-2006
ASV_513,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_514,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 9sb RG-2016
ASV_515,Eukaryota,Streptophyta,unknown,Solanales,Solanaceae,Solanum,unassigned
ASV_516,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_517,Eukaryota,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,s_
ASV_518,Eukaryota,Chordata,Thaliacea,Salpida,Salpidae,Pegea,Pegea confoederata
ASV_519,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_520,Eukaryota,unknown,Dinophyceae,Peridiniales,Podolampaceae,Lessardia,Lessardia elongata
ASV_521,Eukaryota,unknown,Bigyra,Oblongichytrida,unknown,Oblongichytrium,unassigned
ASV_522,Eukaryota,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas australis
ASV_523,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_524,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Aureococcus,Aureococcus anophagefferens
ASV_525,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_526,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_528,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV_529,Eukaryota,Ciliophora,Prostomatea,Prorodontida,Plagiocampidae,g_,s_
ASV_530,Eukaryota,Ciliophora,Prostomatea,Prorodontida,unknown,Hexasterias,Hexasterias problematica
ASV_531,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_532,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_534,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_535,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,g_,s_
ASV_536,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_537,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_538,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiolemma,unassigned
ASV_539,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,unknown,Oithonidae sp. DZMB624
ASV_540,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_541,no_hit,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,no_hit
ASV_542,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,unassigned
ASV_543,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,unassigned
ASV_544,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,Fragilidium duplocampanaeforme
ASV_545,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_546,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_547,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_548,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
